Timestamp;reading
01:44:32;0,9
01:44:32;1
01:44:32;1,1
01:44:32;1,2
01:44:32;1,3
01:44:32;1,4
01:44:32;1,5
01:44:32;1,6
01:44:32;1,7
01:44:32;1,8
01:44:32;1,9
01:44:32;2
01:44:32;2,1
01:44:32;2,2
01:44:32;2,3
01:44:32;2,4
01:44:32;2,5
01:44:32;2,6
01:44:32;2,7
01:44:32;2,8
01:44:32;2,9
01:44:32;3
01:44:32;3,1
01:44:32;3,2
01:44:32;3,3
01:44:32;3,4
01:44:32;3,5
01:44:32;3,6
01:44:32;3,7
01:44:32;3,8
01:44:32;3,9
01:44:32;0
01:44:32;0,1
01:44:32;0,2
01:44:32;0,3
01:44:32;0,4
01:44:32;0,5
01:44:32;0,6
01:44:32;0,7
01:44:32;0,8
01:44:32;0,9
01:44:32;1
01:44:32;1,1
01:44:32;1,2
01:44:32;1,3
01:44:32;1,4
01:44:32;1,5
01:44:32;1,6
01:44:32;1,7
01:44:32;1,8
01:44:32;1,9
01:44:32;2
01:44:32;2,1
01:44:32;2,2
01:44:32;2,3
01:44:32;2,4
01:44:32;2,5
01:44:32;2,6
01:44:32;2,7
01:44:32;2,8
01:44:32;2,9
01:44:32;3
01:44:32;3,1
01:44:33;3,2
01:44:33;3,3
01:44:33;3,4
01:44:33;3,5
01:44:33;3,6
01:44:33;3,7
01:44:33;3,8
01:44:33;3,9
01:44:33;0
01:44:33;0,1
01:44:33;0,2
01:44:33;0,3
01:44:33;0,4
01:44:33;0,5
01:44:33;0,6
01:44:33;0,7
01:44:33;0,8
01:44:33;0,9
01:44:33;1
01:44:33;1,1
01:44:33;1,2
01:44:33;1,3
01:44:33;1,4
01:44:33;1,5
01:44:33;1,6
01:44:33;1,7
01:44:33;1,8
01:44:33;1,9
01:44:33;2
01:44:33;2,1
01:44:33;2,2
01:44:33;2,3
01:44:33;2,4
01:44:33;2,5
01:44:33;2,6
01:44:33;2,7
01:44:33;2,8
01:44:33;2,9
01:44:33;3
01:44:33;3,1
01:44:33;3,2
01:44:33;3,3
01:44:33;3,4
01:44:33;3,5
01:44:33;3,6
01:44:33;3,7
01:44:33;3,8
01:44:33;3,9
01:44:33;0
01:44:33;0,1
01:44:33;0,2
01:44:33;0,3
01:44:33;0,4
01:44:33;0,5
01:44:33;0,6
01:44:33;0,7
01:44:33;0,8
01:44:33;0,9
01:44:33;1
01:44:33;1,1
01:44:33;1,2
01:44:33;1,3
01:44:33;1,4
01:44:33;1,5
01:44:33;1,6
01:44:33;1,7
01:44:33;1,8
01:44:33;1,9
01:44:33;2
01:44:33;2,1
01:44:33;2,2
01:44:33;2,3
01:44:33;2,4
01:44:33;2,5
01:44:33;2,6
01:44:33;2,7
01:44:33;2,8
01:44:33;2,9
01:44:33;3
01:44:33;3,1
01:44:33;3,2
01:44:33;3,3
01:44:33;3,4
01:44:33;3,5
01:44:33;3,6
01:44:33;3,7
01:44:33;3,8
01:44:33;3,9
01:44:33;0
01:44:34;0,1
01:44:34;0,2
01:44:34;0,3
01:44:34;0,4
01:44:34;0,5
01:44:34;0,6
01:44:34;0,7
01:44:34;0,8
01:44:34;0,9
01:44:34;1
01:44:34;1,1
01:44:34;1,2
01:44:34;1,3
01:44:34;1,4
01:44:34;1,5
01:44:34;1,6
01:44:34;1,7
01:44:34;1,8
01:44:34;1,9
01:44:34;2
01:44:34;2,1
01:44:34;2,2
01:44:34;2,3
01:44:34;2,4
01:44:34;2,5
01:44:34;2,6
01:44:34;2,7
01:44:34;2,8
01:44:34;2,9
01:44:34;3
01:44:34;3,1
01:44:34;3,2
01:44:34;3,3
01:44:34;3,4
01:44:34;3,5
01:44:34;3,6
01:44:34;3,7
01:44:34;3,8
01:44:34;3,9
01:44:34;0
01:44:34;0,1
01:44:34;0,2
01:44:34;0,3
01:44:34;0,4
01:44:34;0,5
01:44:34;0,6
01:44:34;0,7
01:44:34;0,8
01:44:34;0,9
01:44:34;1
01:44:34;1,1
01:44:34;1,2
01:44:34;1,3
01:44:34;1,4
01:44:34;1,5
01:44:34;1,6
01:44:34;1,7
01:44:34;1,8
01:44:34;1,9
01:44:34;2
01:44:34;2,1
01:44:34;2,2
01:44:34;2,3
01:44:34;2,4
01:44:34;2,5
01:44:34;2,6
01:44:34;2,7
01:44:34;2,8
01:44:34;2,9
01:44:34;3
01:44:34;3,1
01:44:34;3,2
01:44:34;3,3
01:44:34;3,4
01:44:34;3,5
01:44:34;3,6
01:44:34;3,7
01:44:34;3,8
01:44:34;3,9
01:44:34;0
01:44:34;0,1
01:44:34;0,2
01:44:34;0,3
01:44:34;0,4
01:44:34;0,5
01:44:34;0,6
01:44:34;0,7
01:44:34;0,8
01:44:35;0,9
01:44:35;1
01:44:35;1,1
01:44:35;1,2
01:44:35;1,3
01:44:35;1,4
01:44:35;1,5
01:44:35;1,6
01:44:35;1,7
01:44:35;1,8
01:44:35;1,9
01:44:35;2
01:44:35;2,1
01:44:35;2,2
01:44:35;2,3
01:44:35;2,4
01:44:35;2,5
01:44:35;2,6
01:44:35;2,7
01:44:35;2,8
01:44:35;2,9
01:44:35;3
01:44:35;3,1
01:44:35;3,2
01:44:35;3,3
01:44:35;3,4
01:44:35;3,5
01:44:35;3,6
01:44:35;3,7
01:44:35;3,8
01:44:35;3,9
01:44:35;0
01:44:35;0,1
01:44:35;0,2
01:44:35;0,3
01:44:35;0,4
01:44:35;0,5
01:44:35;0,6
01:44:35;0,7
01:44:35;0,8
01:44:35;0,9
01:44:35;1
01:44:35;1,1
01:44:35;1,2
01:44:35;1,3
01:44:35;1,4
01:44:35;1,5
01:44:35;1,6
01:44:35;1,7
01:44:35;1,8
01:44:35;1,9
01:44:35;2
01:44:35;2,1
01:44:35;2,2
01:44:35;2,3
01:44:35;2,4
01:44:35;2,5
01:44:35;2,6
01:44:35;2,7
01:44:35;2,8
01:44:35;2,9
01:44:35;3
01:44:35;3,1
01:44:35;3,2
01:44:35;3,3
01:44:35;3,4
01:44:35;3,5
01:44:35;3,6
01:44:35;3,7
01:44:35;3,8
01:44:35;3,9
01:44:35;0
01:44:35;0,1
01:44:35;0,2
01:44:35;0,3
01:44:35;0,4
01:44:35;0,5
01:44:35;0,6
01:44:35;0,7
01:44:35;0,8
01:44:35;0,9
01:44:35;1
01:44:35;1,1
01:44:35;1,2
01:44:35;1,3
01:44:35;1,4
01:44:35;1,5
01:44:35;1,6
01:44:35;1,7
01:44:35;1,8
01:44:35;1,9
01:44:35;2
01:44:35;2,1
01:44:35;2,2
01:44:36;2,3
01:44:36;2,4
01:44:36;2,5
01:44:36;2,6
01:44:36;2,7
01:44:36;2,8
01:44:36;2,9
01:44:36;3
01:44:36;3,1
01:44:36;3,2
01:44:36;3,3
01:44:36;3,4
01:44:36;3,5
01:44:36;3,6
01:44:36;3,7
01:44:36;3,8
01:44:36;3,9
01:44:36;0
01:44:36;0,1
01:44:36;0,2
01:44:36;0,3
01:44:36;0,4
01:44:36;0,5
01:44:36;0,6
01:44:36;0,7
01:44:36;0,8
01:44:36;0,9
01:44:36;1
01:44:36;1,1
01:44:36;1,2
01:44:36;1,3
01:44:36;1,4
01:44:36;1,5
01:44:36;1,6
01:44:36;1,7
01:44:36;1,8
01:44:36;1,9
01:44:36;2
01:44:36;2,1
01:44:36;2,2
01:44:36;2,3
01:44:36;2,4
01:44:36;2,5
01:44:36;2,6
01:44:36;2,7
01:44:36;2,8
01:44:36;2,9
01:44:36;3
01:44:36;3,1
01:44:36;3,2
01:44:36;3,3
01:44:36;3,4
01:44:36;3,5
01:44:36;3,6
01:44:36;3,7
01:44:36;3,8
01:44:36;3,9
01:44:36;0
01:44:36;0,1
01:44:36;0,2
01:44:36;0,3
01:44:36;0,4
01:44:36;0,5
01:44:36;0,6
01:44:36;0,7
01:44:36;0,8
01:44:36;0,9
01:44:36;1
01:44:36;1,1
01:44:36;1,2
01:44:36;1,3
01:44:36;1,4
01:44:36;1,5
01:44:36;1,6
01:44:36;1,7
01:44:36;1,8
01:44:36;1,9
01:44:36;2
01:44:36;2,1
01:44:36;2,2
01:44:36;2,3
01:44:36;2,4
01:44:36;2,5
01:44:36;2,6
01:44:36;2,7
01:44:36;2,8
01:44:36;2,9
01:44:36;3
01:44:36;3,1
01:44:36;3,2
01:44:36;3,3
01:44:36;3,4
01:44:36;3,5
01:44:36;3,6
01:44:37;3,7
01:44:37;3,8
01:44:37;3,9
01:44:37;0
01:44:37;0,1
01:44:37;0,2
01:44:37;0,3
01:44:37;0,4
01:44:37;0,5
01:44:37;0,6
01:44:37;0,7
01:44:37;0,8
01:44:37;0,9
01:44:37;1
01:44:37;1,1
01:44:37;1,2
01:44:37;1,3
01:44:37;1,4
01:44:37;1,5
01:44:37;1,6
01:44:37;1,7
01:44:37;1,8
01:44:37;1,9
01:44:37;2
01:44:37;2,1
01:44:37;2,2
01:44:37;2,3
01:44:37;2,4
01:44:37;2,5
01:44:37;2,6
01:44:37;2,7
01:44:37;2,8
01:44:37;2,9
01:44:37;3
01:44:37;3,1
01:44:37;3,2
01:44:37;3,3
01:44:37;3,4
01:44:37;3,5
01:44:37;3,6
01:44:37;3,7
01:44:37;3,8
01:44:37;3,9
01:44:37;0
01:44:37;0,1
01:44:37;0,2
01:44:37;0,3
01:44:37;0,4
01:44:37;0,5
01:44:37;0,6
01:44:37;0,7
01:44:37;0,8
01:44:37;0,9
01:44:37;1
01:44:37;1,1
01:44:37;1,2
01:44:37;1,3
01:44:37;1,4
01:44:37;1,5
01:44:37;1,6
01:44:37;1,7
01:44:37;1,8
01:44:37;1,9
01:44:37;2
01:44:37;2,1
01:44:37;2,2
01:44:37;2,3
01:44:37;2,4
01:44:37;2,5
01:44:37;2,6
01:44:37;2,7
01:44:37;2,8
01:44:37;2,9
01:44:37;3
01:44:37;3,1
01:44:37;3,2
01:44:37;3,3
01:44:37;3,4
01:44:37;3,5
01:44:37;3,6
01:44:37;3,7
01:44:37;3,8
01:44:37;3,9
01:44:37;0
01:44:38;0,1
01:44:38;0,2
01:44:38;0,3
01:44:38;0,4
01:44:38;0,5
01:44:38;0,6
01:44:38;0,7
01:44:38;0,8
01:44:38;0,9
01:44:38;1
01:44:38;1,1
01:44:38;1,2
01:44:38;1,3
01:44:38;1,4
01:44:38;1,5
01:44:38;1,6
01:44:38;1,7
01:44:38;1,8
01:44:38;1,9
01:44:38;2
01:44:38;2,1
01:44:38;2,2
01:44:38;2,3
01:44:38;2,4
01:44:38;2,5
01:44:38;2,6
01:44:38;2,7
01:44:38;2,8
01:44:38;2,9
01:44:38;3
01:44:38;3,1
01:44:38;3,2
01:44:38;3,3
01:44:38;3,4
01:44:38;3,5
01:44:38;3,6
01:44:38;3,7
01:44:38;3,8
01:44:38;3,9
01:44:38;0
01:44:38;0,1
01:44:38;0,2
01:44:38;0,3
01:44:38;0,4
01:44:38;0,5
01:44:38;0,6
01:44:38;0,7
01:44:38;0,8
01:44:38;0,9
01:44:38;1
01:44:38;1,1
01:44:38;1,2
01:44:38;1,3
01:44:38;1,4
01:44:38;1,5
01:44:38;1,6
01:44:38;1,7
01:44:38;1,8
01:44:38;1,9
01:44:38;2
01:44:38;2,1
01:44:38;2,2
01:44:38;2,3
01:44:38;2,4
01:44:38;2,5
01:44:38;2,6
01:44:38;2,7
01:44:38;2,8
01:44:38;2,9
01:44:38;3
01:44:38;3,1
01:44:38;3,2
01:44:38;3,3
01:44:38;3,4
01:44:38;3,5
01:44:38;3,6
01:44:38;3,7
01:44:38;3,8
01:44:38;3,9
01:44:38;0
01:44:38;0,1
01:44:38;0,2
01:44:38;0,3
01:44:38;0,4
01:44:38;0,5
01:44:38;0,6
01:44:38;0,7
01:44:38;0,8
01:44:38;0,9
01:44:38;1
01:44:39;1,1
01:44:39;1,2
01:44:39;1,3
01:44:39;1,4
01:44:39;1,5
01:44:39;1,6
01:44:39;1,7
01:44:39;1,8
01:44:39;1,9
01:44:39;2
01:44:39;2,1
01:44:39;2,2
01:44:39;2,3
01:44:39;2,4
01:44:39;2,5
01:44:39;2,6
01:44:39;2,7
01:44:39;2,8
01:44:39;2,9
01:44:39;3
01:44:39;3,1
01:44:39;3,2
01:44:39;3,3
01:44:39;3,4
01:44:39;3,5
01:44:39;3,6
01:44:39;3,7
01:44:39;3,8
01:44:39;3,9
01:44:39;0
01:44:39;0,1
01:44:39;0,2
01:44:39;0,3
01:44:39;0,4
01:44:39;0,5
01:44:39;0,6
01:44:39;0,7
01:44:39;0,8
01:44:39;0,9
01:44:39;1
01:44:39;1,1
01:44:39;1,2
01:44:39;1,3
01:44:39;1,4
01:44:39;1,5
01:44:39;1,6
01:44:39;1,7
01:44:39;1,8
01:44:39;1,9
01:44:39;2
01:44:39;2,1
01:44:39;2,2
01:44:39;2,3
01:44:39;2,4
01:44:39;2,5
01:44:39;2,6
01:44:39;2,7
01:44:39;2,8
01:44:39;2,9
01:44:39;3
01:44:39;3,1
01:44:39;3,2
01:44:39;3,3
01:44:39;3,4
01:44:39;3,5
01:44:39;3,6
01:44:39;3,7
01:44:39;3,8
01:44:39;3,9
01:44:39;0
01:44:39;0,1
01:44:39;0,2
01:44:39;0,3
01:44:39;0,4
01:44:39;0,5
01:44:39;0,6
01:44:39;0,7
01:44:39;0,8
01:44:39;0,9
01:44:39;1
01:44:39;1,1
01:44:39;1,2
01:44:39;1,3
01:44:39;1,4
01:44:39;1,5
01:44:39;1,6
01:44:39;1,7
01:44:39;1,8
01:44:39;1,9
01:44:39;2
01:44:39;2,1
01:44:39;2,2
01:44:39;2,3
01:44:39;2,4
01:44:40;2,5
01:44:40;2,6
01:44:40;2,7
01:44:40;2,8
01:44:40;2,9
01:44:40;3
01:44:40;3,1
01:44:40;3,2
01:44:40;3,3
01:44:40;3,4
01:44:40;3,5
01:44:40;3,6
01:44:40;3,7
01:44:40;3,8
01:44:40;3,9
01:44:40;0
01:44:40;0,1
01:44:40;0,2
01:44:40;0,3
01:44:40;0,4
01:44:40;0,5
01:44:40;0,6
01:44:40;0,7
01:44:40;0,8
01:44:40;0,9
01:44:40;1
01:44:40;1,1
01:44:40;1,2
01:44:40;1,3
01:44:40;1,4
01:44:40;1,5
01:44:40;1,6
01:44:40;1,7
01:44:40;1,8
01:44:40;1,9
01:44:40;2
01:44:40;2,1
01:44:40;2,2
01:44:40;2,3
01:44:40;2,4
01:44:40;2,5
01:44:40;2,6
01:44:40;2,7
01:44:40;2,8
01:44:40;2,9
01:44:40;3
01:44:40;3,1
01:44:40;3,2
01:44:40;3,3
01:44:40;3,4
01:44:40;3,5
01:44:40;3,6
01:44:40;3,7
01:44:40;3,8
01:44:40;3,9
01:44:40;0
01:44:40;0,1
01:44:40;0,2
01:44:40;0,3
01:44:40;0,4
01:44:40;0,5
01:44:40;0,6
01:44:40;0,7
01:44:40;0,8
01:44:40;0,9
01:44:40;1
01:44:40;1,1
01:44:40;1,2
01:44:40;1,3
01:44:40;1,4
01:44:40;1,5
01:44:40;1,6
01:44:40;1,7
01:44:40;1,8
01:44:40;1,9
01:44:40;2
01:44:40;2,1
01:44:40;2,2
01:44:40;2,3
01:44:40;2,4
01:44:40;2,5
01:44:40;2,6
01:44:40;2,7
01:44:40;2,8
01:44:40;2,9
01:44:40;3
01:44:40;3,1
01:44:40;3,2
01:44:40;3,3
01:44:40;3,4
01:44:40;3,5
01:44:40;3,6
01:44:40;3,7
01:44:40;3,8
01:44:41;3,9
01:44:41;0
01:44:41;0,1
01:44:41;0,2
01:44:41;0,3
01:44:41;0,4
01:44:41;0,5
01:44:41;0,6
01:44:41;0,7
01:44:41;0,8
01:44:41;0,9
01:44:41;1
01:44:41;1,1
01:44:41;1,2
01:44:41;1,3
01:44:41;1,4
01:44:41;1,5
01:44:41;1,6
01:44:41;1,7
01:44:41;1,8
01:44:41;1,9
01:44:41;2
01:44:41;2,1
01:44:41;2,2
01:44:41;2,3
01:44:41;2,4
01:44:41;2,5
01:44:41;2,6
01:44:41;2,7
01:44:41;2,8
01:44:41;2,9
01:44:41;3
01:44:41;3,1
01:44:41;3,2
01:44:41;3,3
01:44:41;3,4
01:44:41;3,5
01:44:41;3,6
01:44:41;3,7
01:44:41;3,8
01:44:41;3,9
01:44:41;0
01:44:41;0,1
01:44:41;0,2
01:44:41;0,3
01:44:41;0,4
01:44:41;0,5
01:44:41;0,6
01:44:41;0,7
01:44:41;0,8
01:44:41;0,9
01:44:41;1
01:44:41;1,1
01:44:41;1,2
01:44:41;1,3
01:44:41;1,4
01:44:41;1,5
01:44:41;1,6
01:44:41;1,7
01:44:41;1,8
01:44:41;1,9
01:44:41;2
01:44:41;2,1
01:44:41;2,2
01:44:41;2,3
01:44:41;2,4
01:44:41;2,5
01:44:41;2,6
01:44:41;2,7
01:44:41;2,8
01:44:41;2,9
01:44:41;3
01:44:41;3,1
01:44:41;3,2
01:44:41;3,3
01:44:41;3,4
01:44:41;3,5
01:44:41;3,6
01:44:41;3,7
01:44:41;3,8
01:44:41;3,9
01:44:41;0
01:44:42;0,1
01:44:42;0,2
01:44:42;0,3
01:44:42;0,4
01:44:42;0,5
01:44:42;0,6
01:44:42;0,7
01:44:42;0,8
01:44:42;0,9
01:44:42;1
01:44:42;1,1
01:44:42;1,2
01:44:42;1,3
01:44:42;1,4
01:44:42;1,5
01:44:42;1,6
01:44:42;1,7
01:44:42;1,8
01:44:42;1,9
01:44:42;2
01:44:42;2,1
01:44:42;2,2
01:44:42;2,3
01:44:42;2,4
01:44:42;2,5
01:44:42;2,6
01:44:42;2,7
01:44:42;2,8
01:44:42;2,9
01:44:42;3
01:44:42;3,1
01:44:42;3,2
01:44:42;3,3
01:44:42;3,4
01:44:42;3,5
01:44:42;3,6
01:44:42;3,7
01:44:42;3,8
01:44:42;3,9
01:44:42;0
01:44:42;0,1
01:44:42;0,2
01:44:42;0,3
01:44:42;0,4
01:44:42;0,5
01:44:42;0,6
01:44:42;0,7
01:44:42;0,8
01:44:42;0,9
01:44:42;1
01:44:42;1,1
01:44:42;1,2
01:44:42;1,3
01:44:42;1,4
01:44:42;1,5
01:44:42;1,6
01:44:42;1,7
01:44:42;1,8
01:44:42;1,9
01:44:42;2
01:44:42;2,1
01:44:42;2,2
01:44:42;2,3
01:44:42;2,4
01:44:42;2,5
01:44:42;2,6
01:44:42;2,7
01:44:42;2,8
01:44:42;2,9
01:44:42;3
01:44:42;3,1
01:44:42;3,2
01:44:42;3,3
01:44:42;3,4
01:44:42;3,5
01:44:42;3,6
01:44:42;3,7
01:44:42;3,8
01:44:42;3,9
01:44:42;0
01:44:42;0,1
01:44:42;0,2
01:44:42;0,3
01:44:42;0,4
01:44:42;0,5
01:44:42;0,6
01:44:42;0,7
01:44:42;0,8
01:44:42;0,9
01:44:42;1
01:44:42;1,1
01:44:42;1,2
01:44:42;1,3
01:44:42;1,4
01:44:42;1,5
01:44:43;1,6
01:44:43;1,7
01:44:43;1,8
01:44:43;1,9
01:44:43;2
01:44:43;2,1
01:44:43;2,2
01:44:43;2,3
01:44:43;2,4
01:44:43;2,5
01:44:43;2,6
01:44:43;2,7
01:44:43;2,8
01:44:43;2,9
01:44:43;3
01:44:43;3,1
01:44:43;3,2
01:44:43;3,3
01:44:43;3,4
01:44:43;3,5
01:44:43;3,6
01:44:43;3,7
01:44:43;3,8
01:44:43;3,9
01:44:43;0
01:44:43;0,1
01:44:43;0,2
01:44:43;0,3
01:44:43;0,4
01:44:43;0,5
01:44:43;0,6
01:44:43;0,7
01:44:43;0,8
01:44:43;0,9
01:44:43;1
01:44:43;1,1
01:44:43;1,2
01:44:43;1,3
01:44:43;1,4
01:44:43;1,5
01:44:43;1,6
01:44:43;1,7
01:44:43;1,8
01:44:43;1,9
01:44:43;2
01:44:43;2,1
01:44:43;2,2
01:44:43;2,3
01:44:43;2,4
01:44:43;2,5
01:44:43;2,6
01:44:43;2,7
01:44:43;2,8
01:44:43;2,9
01:44:43;3
01:44:43;3,1
01:44:43;3,2
01:44:43;3,3
01:44:43;3,4
01:44:43;3,5
01:44:43;3,6
01:44:43;3,7
01:44:43;3,8
01:44:43;3,9
01:44:43;0
01:44:43;0,1
01:44:43;0,2
01:44:43;0,3
01:44:43;0,4
01:44:43;0,5
01:44:43;0,6
01:44:43;0,7
01:44:43;0,8
01:44:43;0,9
01:44:43;1
01:44:43;1,1
01:44:43;1,2
01:44:43;1,3
01:44:43;1,4
01:44:43;1,5
01:44:43;1,6
01:44:43;1,7
01:44:43;1,8
01:44:43;1,9
01:44:43;2
01:44:43;2,1
01:44:43;2,2
01:44:43;2,3
01:44:43;2,4
01:44:43;2,5
01:44:43;2,6
01:44:43;2,7
01:44:43;2,8
01:44:43;2,9
01:44:44;3
01:44:44;3,1
01:44:44;3,2
01:44:44;3,3
01:44:44;3,4
01:44:44;3,5
01:44:44;3,6
01:44:44;3,7
01:44:44;3,8
01:44:44;3,9
01:44:44;0
01:44:44;0,1
01:44:44;0,2
01:44:44;0,3
01:44:44;0,4
01:44:44;0,5
01:44:44;0,6
01:44:44;0,7
01:44:44;0,8
01:44:44;0,9
01:44:44;1
01:44:44;1,1
01:44:44;1,2
01:44:44;1,3
01:44:44;1,4
01:44:44;1,5
01:44:44;1,6
01:44:44;1,7
01:44:44;1,8
01:44:44;1,9
01:44:44;2
01:44:44;2,1
01:44:44;2,2
01:44:44;2,3
01:44:44;2,4
01:44:44;2,5
01:44:44;2,6
01:44:44;2,7
01:44:44;2,8
01:44:44;2,9
01:44:44;3
01:44:44;3,1
01:44:44;3,2
01:44:44;3,3
01:44:44;3,4
01:44:44;3,5
01:44:44;3,6
01:44:44;3,7
01:44:44;3,8
01:44:44;3,9
01:44:44;0
01:44:44;0,1
01:44:44;0,2
01:44:44;0,3
01:44:44;0,4
01:44:44;0,5
01:44:44;0,6
01:44:44;0,7
01:44:44;0,8
01:44:44;0,9
01:44:44;1
01:44:44;1,1
01:44:44;1,2
01:44:44;1,3
01:44:44;1,4
01:44:44;1,5
01:44:44;1,6
01:44:44;1,7
01:44:44;1,8
01:44:44;1,9
01:44:44;2
01:44:44;2,1
01:44:44;2,2
01:44:44;2,3
01:44:44;2,4
01:44:44;2,5
01:44:44;2,6
01:44:44;2,7
01:44:44;2,8
01:44:44;2,9
01:44:44;3
01:44:44;3,1
01:44:44;3,2
01:44:44;3,3
01:44:44;3,4
01:44:44;3,5
01:44:44;3,6
01:44:44;3,7
01:44:44;3,8
01:44:44;3,9
01:44:44;0
01:44:45;0,1
01:44:45;0,2
01:44:45;0,3
01:44:45;0,4
01:44:45;0,5
01:44:45;0,6
01:44:45;0,7
01:44:45;0,8
01:44:45;0,9
01:44:45;1
01:44:45;1,1
01:44:45;1,2
01:44:45;1,3
01:44:45;1,4
01:44:45;1,5
01:44:45;1,6
01:44:45;1,7
01:44:45;1,8
01:44:45;1,9
01:44:45;2
01:44:45;2,1
01:44:45;2,2
01:44:45;2,3
01:44:45;2,4
01:44:45;2,5
01:44:45;2,6
01:44:45;2,7
01:44:45;2,8
01:44:45;2,9
01:44:45;3
01:44:45;3,1
01:44:45;3,2
01:44:45;3,3
01:44:45;3,4
01:44:45;3,5
01:44:45;3,6
01:44:45;3,7
01:44:45;3,8
01:44:45;3,9
01:44:45;0
01:44:45;0,1
01:44:45;0,2
01:44:45;0,3
01:44:45;0,4
01:44:45;0,5
01:44:45;0,6
01:44:45;0,7
01:44:45;0,8
01:44:45;0,9
01:44:45;1
01:44:45;1,1
01:44:45;1,2
01:44:45;1,3
01:44:45;1,4
01:44:45;1,5
01:44:45;1,6
01:44:45;1,7
01:44:45;1,8
01:44:45;1,9
01:44:45;2
01:44:45;2,1
01:44:45;2,2
01:44:45;2,3
01:44:45;2,4
01:44:45;2,5
01:44:45;2,6
01:44:45;2,7
01:44:45;2,8
01:44:45;2,9
01:44:45;3
01:44:45;3,1
01:44:45;3,2
01:44:45;3,3
01:44:45;3,4
01:44:45;3,5
01:44:45;3,6
01:44:45;3,7
01:44:45;3,8
01:44:45;3,9
01:44:45;0
01:44:45;0,1
01:44:45;0,2
01:44:45;0,3
01:44:46;0,4
01:44:46;0,5
01:44:46;0,6
01:44:46;0,7
01:44:46;0,8
01:44:46;0,9
01:44:46;1
01:44:46;1,1
01:44:46;1,2
01:44:46;1,3
01:44:46;1,4
01:44:46;1,5
01:44:46;1,6
01:44:46;1,7
01:44:46;1,8
01:44:46;1,9
01:44:46;2
01:44:46;2,1
01:44:46;2,2
01:44:46;2,3
01:44:46;2,4
01:44:46;2,5
01:44:46;2,6
01:44:46;2,7
01:44:46;2,8
01:44:46;2,9
01:44:46;3
01:44:46;3,1
01:44:46;3,2
01:44:46;3,3
01:44:46;3,4
01:44:46;3,5
01:44:46;3,6
01:44:46;3,7
01:44:46;3,8
01:44:46;3,9
01:44:46;0
01:44:46;0,1
01:44:46;0,2
01:44:46;0,3
01:44:46;0,4
01:44:46;0,5
01:44:46;0,6
01:44:46;0,7
01:44:46;0,8
01:44:46;0,9
01:44:46;1
01:44:46;1,1
01:44:46;1,2
01:44:46;1,3
01:44:46;1,4
01:44:46;1,5
01:44:46;1,6
01:44:46;1,7
01:44:46;1,8
01:44:46;1,9
01:44:46;2
01:44:46;2,1
01:44:46;2,2
01:44:46;2,3
01:44:46;2,4
01:44:46;2,5
01:44:46;2,6
